Wall time,Step,Value
1778243463.622435,174336000,-75.07562255859375
1778244305.941834,175104000,-84.10856628417969
1778245346.9495652,175872000,-41.11603546142578
1778246121.2402573,176640000,-46.07114028930664
1778247007.0558784,177408000,-36.88645935058594
1778247715.6930509,178176000,-35.98173522949219
1778248628.062665,178944000,-31.03706932067871
1778249507.2072277,179712000,-40.95134353637695
1778250094.990666,180480000,-76.6617202758789
1778250749.1137114,181248000,-32.05391311645508
1778251563.5601962,182016000,-28.09003257751465
1778252434.5121303,182784000,-30.398300170898438
1778253280.2043333,183552000,-41.951045989990234
1778254101.700567,184320000,-40.9976692199707
1778254839.1207805,185088000,-23.18221664428711
1778255618.55037,185856000,-31.57841682434082
1778256418.2205048,186624000,-31.51180076599121
1778257395.6480925,187392000,-32.658897399902344
1778258234.9298894,188160000,-36.10551452636719
1778259104.98553,188928000,-24.548187255859375
1778259916.801667,189696000,-23.676128387451172
1778260622.3883045,190464000,-33.364410400390625
1778261293.1507914,191232000,-45.3859748840332
1778261848.8158998,192000000,-61.75486755371094
1778262466.700148,192768000,-65.0635757446289
1778263375.200614,193536000,-46.560089111328125
1778264097.9610517,194304000,-22.443721771240234
1778264794.0565665,195072000,-31.71356964111328
1778265600.67281,195840000,-40.819862365722656
1778266562.0563996,196608000,-54.24393844604492
1778267262.9350753,197376000,-72.84032440185547
1778267939.1210377,198144000,-96.34654998779297
1778268648.626113,198912000,-53.04197311401367
1778269434.3446982,199680000,-114.90338897705078
1778270204.578923,200448000,-71.30931854248047
1778270961.5291572,201216000,-38.54033279418945
1778271577.3126817,201984000,-35.169246673583984
1778272254.1671743,202752000,-45.31779479980469
1778272979.4257145,203520000,-46.41267013549805
1778273657.5220692,204288000,-39.84552764892578
1778274427.6567826,205056000,-73.86463928222656
1778275294.7284477,205824000,-36.56391143798828
1778276010.8517845,206592000,-40.16817855834961
1778276761.3106983,207360000,-33.57771682739258
1778277578.4569936,208128000,-34.80264663696289
1778278306.926801,208896000,-40.861324310302734
1778279155.434836,209664000,-58.97536849975586
1778279873.1438699,210432000,-53.85382843017578
1778280652.8601348,211200000,-39.41788101196289
1778281515.3183427,211968000,-52.55376434326172
