Wall time,Step,Value
1777688469.8092453,768000,-187.87791442871094
1777689158.2323759,1536000,-136.8090057373047
1777690072.880197,2304000,-99.17840576171875
1777690994.1146202,3072000,-86.8563232421875
1777692023.1499913,3840000,-94.6766128540039
1777692890.34507,4608000,-106.80374908447266
1777693834.4055173,5376000,-102.82353210449219
1777694756.606604,6144000,-107.8311538696289
1777695707.0076952,6912000,-100.9781494140625
1777696558.932887,7680000,-101.38455963134766
1777697409.7456741,8448000,-98.39966583251953
1777698187.4970288,9216000,-99.48210144042969
1777698829.280142,9984000,-135.0003204345703
1777699465.4061158,10752000,-146.12411499023438
1777700532.0610294,11520000,-152.89085388183594
1777701461.7557554,12288000,-128.63137817382812
1777702306.5560968,13056000,-131.94195556640625
1777703152.0915012,13824000,-101.83533477783203
1777703969.9574745,14592000,-115.80132293701172
1777704797.7831259,15360000,-98.21720886230469
1777705639.8624296,16128000,-89.43605041503906
1777706431.1452055,16896000,-98.73501586914062
1777707276.3386462,17664000,-73.56085205078125
1777708131.369378,18432000,-71.88313293457031
1777709019.3901203,19200000,-65.59855651855469
1777709895.8485713,19968000,-64.41991424560547
1777710796.4289622,20736000,-65.04415893554688
1777711719.5673013,21504000,-61.71135711669922
1777712628.3653202,22272000,-57.15055465698242
1777713493.5727053,23040000,-69.24346160888672
1777714364.625587,23808000,-53.7511100769043
1777715269.0072348,24576000,-54.76057815551758
1777716143.1282213,25344000,-55.46923828125
1777717015.28745,26112000,-54.01023483276367
1777717882.4633276,26880000,-57.37403106689453
1777718768.0084877,27648000,-57.230247497558594
1777719643.558523,28416000,-57.8349723815918
1777720503.7183251,29184000,-51.91909408569336
1777721404.3362978,29952000,-55.195045471191406
1777722287.3570104,30720000,-49.78133010864258
1777723165.751035,31488000,-61.30046081542969
1777724057.795583,32256000,-57.1386604309082
1777724957.4784787,33024000,-46.377906799316406
1777725839.338044,33792000,-42.241607666015625
1777726749.2182791,34560000,-45.081722259521484
1777727675.4120455,35328000,-36.2276611328125
1777728595.9102316,36096000,-38.11983108520508
1777729489.920299,36864000,-36.48036193847656
1777730382.4153707,37632000,-36.88542175292969
1777731267.9775705,38400000,-34.27841567993164
1777732183.4305234,39168000,-30.511470794677734
1777733065.4956422,39936000,-33.208675384521484
1777733962.1164975,40704000,-34.905967712402344
1777734893.9255586,41472000,-34.53045654296875
1777735777.5975995,42240000,-35.2169303894043
1777736684.59797,43008000,-31.697179794311523
1777737555.7910497,43776000,-35.68428039550781
1777738446.3334131,44544000,-28.75650405883789
1777739382.638057,45312000,-38.21400451660156
1777740300.162878,46080000,-37.297576904296875
1777741267.1306214,46848000,-31.036157608032227
1777742221.9047318,47616000,-30.520736694335938
1777743150.5900145,48384000,-25.96192741394043
1777744151.6233017,49152000,-25.419689178466797
1777745200.892243,49920000,-28.721420288085938
